Player,Versus,BasedOnMinutes,scouting_period,Per90_% of Aerials Won,Per90_% of Dribblers Tackled,Per90_Aerials Lost,Per90_Aerials Won,Per90_Assists,Per90_Average Shot Distance,Per90_Ball Recoveries,Per90_Blocks,Per90_Carries,Per90_Carries into Final Third,Per90_Carries into Penalty Area,Per90_Challenges Lost,Per90_Clearances,Per90_Corner Kicks,Per90_Crosses,Per90_Crosses into Penalty Area,Per90_Dead-ball Passes,Per90_Dispossessed,Per90_Dribblers Tackled,Per90_Dribbles Challenged,Per90_Errors,Per90_Fouls Committed,Per90_Fouls Drawn,Per90_GCA (Dead-ball Pass),Per90_GCA (Defensive Action),Per90_GCA (Fouls Drawn),Per90_GCA (Live-ball Pass),Per90_GCA (Shot),Per90_GCA (Take-On),Per90_Goal-Creating Actions,Per90_Goals,Per90_Goals + Assists,Per90_Goals - xG,Per90_Goals/Shot,Per90_Goals/Shot on Target,Per90_Inswinging Corner Kicks,Per90_Interceptions,Per90_Key Passes,Per90_Live-ball Passes,Per90_Miscontrols,Per90_Non-Penalty Goals,Per90_Non-Penalty Goals - npxG,Per90_Offsides,Per90_Outswinging Corner Kicks,Per90_Own Goals,Per90_Pass Completion %,Per90_Pass Completion % (Long),Per90_Pass Completion % (Medium),Per90_Pass Completion % (Short),Per90_Passes Attempted,Per90_Passes Attempted (Long),Per90_Passes Attempted (Medium),Per90_Passes Attempted (Short),Per90_Passes Blocked,Per90_Passes Completed,Per90_Passes Completed (Long),Per90_Passes Completed (Medium),Per90_Passes Completed (Short),Per90_Passes Offside,Per90_Passes Received,Per90_Passes from Free Kicks,Per90_Passes into Final Third,Per90_Passes into Penalty Area,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Conceded,Per90_Penalty Kicks Made,Per90_Penalty Kicks Won,Per90_Progressive Carries,Per90_Progressive Carrying Distance,Per90_Progressive Passes,Per90_Progressive Passes Rec,Per90_Progressive Passing Distance,Per90_Red Cards,Per90_SCA (Dead-ball Pass),Per90_SCA (Defensive Action),Per90_SCA (Fouls Drawn),Per90_SCA (Live-ball Pass),Per90_SCA (Shot),Per90_SCA (Take-On),Per90_Second Yellow Card,Per90_Shot-Creating Actions,Per90_Shots Blocked,Per90_Shots Total,Per90_Shots from Free Kicks,Per90_Shots on Target,Per90_Shots on Target %,Per90_Straight Corner Kicks,Per90_Successful Take-On %,Per90_Successful Take-Ons,Per90_Switches,Per90_Tackled During Take-On Percentage,Per90_Tackles,Per90_Tackles (Att 3rd),Per90_Tackles (Def 3rd),Per90_Tackles (Mid 3rd),Per90_Tackles Won,Per90_Take-Ons Attempted,Per90_Through Balls,Per90_Throw-ins Taken,Per90_Times Tackled During Take-On,Per90_Tkl+Int,Per90_Total Carrying Distance,Per90_Total Passing Distance,Per90_Touches,Per90_Touches (Att 3rd),Per90_Touches (Att Pen),Per90_Touches (Def 3rd),Per90_Touches (Def Pen),Per90_Touches (Live-Ball),Per90_Touches (Mid 3rd),Per90_Yellow Cards,Per90_npxG + xAG,Per90_npxG/Shot,Per90_npxG: Non-Penalty xG,Per90_xA: Expected Assists,Per90_xAG: Exp. Assisted Goals,Per90_xG: Expected Goals
Lewis Cook,Midfielders,1720,2022-2023 Premier League,41.2,40.9,0.52,0.37,0.1,28.7,6.75,1.52,22.34,0.94,0.05,1.36,1.62,0.78,2.35,0.47,2.93,0.84,0.94,2.3,0.0,0.78,0.52,0.05,0.05,0.0,0.1,0.0,0.0,0.21,0.0,0.1,-0.01,0.0,,0.78,1.2,1.26,36.21,0.78,0.0,-0.01,0.0,0.0,0.0,79.0,51.6,86.9,88.2,39.3,4.87,14.34,17.27,1.02,31.03,2.51,12.45,15.23,0.16,27.05,1.67,2.88,0.73,0.0,0.0,0.0,0.0,0.47,42.85,3.3,0.52,164.09,0.0,0.42,0.16,0.05,1.41,0.0,0.0,0.0,2.04,0.52,0.31,0.1,0.0,0.0,0.0,40.0,0.42,0.16,50.0,1.94,0.26,0.52,1.15,1.15,1.05,0.05,0.0,0.52,3.14,115.64,519.17,48.92,9.63,0.47,15.17,3.51,48.92,24.7,0.21,0.14,0.04,0.01,0.12,0.13,0.01
Lewis Cook,Midfielders,2173,2021-2022 Championship,43.9,62.2,0.95,0.75,0.08,24.9,7.46,0.75,33.84,0.99,0.0,0.58,1.28,0.04,0.66,0.17,1.7,0.91,0.95,1.53,0.0,0.95,1.2,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.12,0.01,0.07,0.33,0.0,1.37,0.83,47.59,0.99,0.04,0.01,0.0,0.0,0.0,86.1,71.8,89.9,90.4,49.37,6.17,21.41,19.88,0.56,42.49,4.43,19.26,17.98,0.08,36.99,1.37,4.22,0.58,0.0,0.0,0.0,0.0,0.7,84.53,4.93,0.83,217.23,0.0,0.04,0.17,0.04,1.57,0.0,0.04,0.0,1.86,0.21,0.58,0.0,0.12,21.4,0.0,70.4,0.79,0.37,29.6,1.82,0.08,0.95,0.79,0.91,1.12,0.08,0.25,0.33,3.19,175.07,756.12,58.03,9.69,0.21,14.58,2.4,58.03,34.75,0.21,0.08,0.05,0.03,0.04,0.05,0.03
Lewis Cook,Midfielders,2237,2017-2018 Premier League,35.0,37.7,1.05,0.56,0.08,27.3,7.97,1.33,35.4,1.65,0.16,1.73,1.01,0.6,1.17,0.2,1.65,1.57,1.05,2.78,0.08,1.33,0.8,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.08,-0.02,0.0,0.0,0.36,1.41,1.13,49.12,1.49,0.0,-0.02,0.04,0.04,0.0,78.3,64.2,86.6,81.1,50.81,9.21,19.87,19.55,0.76,39.79,5.91,17.22,15.85,0.04,39.63,0.84,7.08,1.09,0.0,0.0,0.0,0.0,2.09,116.39,6.96,1.21,262.76,0.0,0.2,0.04,0.04,2.13,0.08,0.12,0.0,2.62,0.48,0.72,0.0,0.08,11.1,0.04,74.6,2.01,0.6,25.4,2.7,0.0,1.49,1.21,1.41,2.7,0.2,0.2,0.68,4.1,216.37,770.53,61.19,9.78,0.44,13.44,2.09,61.19,39.19,0.2,0.08,0.03,0.02,0.09,0.06,0.02
Lewis Cook,Midfielders,2506,2020-2021 Championship,42.6,37.7,0.97,0.72,0.04,27.0,7.61,1.29,36.6,1.26,0.11,1.19,0.43,0.11,0.79,0.04,3.09,0.97,0.72,1.9,0.04,1.47,1.26,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.04,0.07,0.01,0.04,0.25,0.04,1.69,0.83,51.46,1.08,0.04,0.01,0.0,0.0,0.0,81.5,64.9,87.9,87.7,54.84,8.3,22.81,21.01,1.115,44.71,5.39,20.04,18.42,0.29,41.44,2.44,5.39,0.75,0.0,0.04,0.0,0.0,0.97,89.78,6.07,1.22,264.76,0.0,0.14,0.0,0.04,1.72,0.11,0.11,0.0,2.12,0.22,0.93,0.04,0.14,15.4,0.07,71.4,1.44,0.54,28.6,1.4,0.18,0.57,0.65,0.79,2.01,0.07,0.4,0.57,3.09,188.12,829.75,63.14,10.67,0.32,14.37,1.9,63.14,39.4,0.18,0.11,0.03,0.03,0.07,0.08,0.03
Lewis Cook,Midfielders,2786,2023-2024 Premier League,59.2,54.0,0.94,1.36,0.1,24.0,7.37,1.03,25.39,0.78,0.0,0.94,1.49,3.0,4.26,0.13,6.3,0.61,1.1,2.04,0.03,1.26,0.52,0.0,0.03,0.0,0.1,0.0,0.0,0.13,0.0,0.1,-0.01,0.0,0.0,2.62,2.1,1.49,41.67,1.13,0.0,-0.01,0.06,0.16,0.0,76.3,43.6,87.5,85.0,48.04,8.3,19.9,17.41,0.7450000000000001,36.67,3.62,17.41,14.8,0.06,27.94,2.84,4.46,0.65,0.0,0.0,0.0,0.0,0.71,63.67,4.59,0.48,221.74,0.03,0.71,0.1,0.0,1.55,0.06,0.06,0.0,2.49,0.36,0.39,0.0,0.13,33.3,0.03,58.3,0.68,0.1,38.9,1.97,0.23,0.78,0.97,1.32,1.16,0.06,0.32,0.45,4.07,128.25,655.59,57.28,12.34,0.29,13.5,2.97,57.28,32.4,0.16,0.15,0.03,0.01,0.1,0.14,0.01
Lewis Cook,Midfielders,3370,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",53.5,51.3,1.07,1.23,0.13,24.4,6.6,1.15,26.47,0.83,0.05,1.01,1.68,3.2,4.7,0.16,6.92,0.51,1.07,2.08,0.03,1.55,0.32,0.03,0.0,0.0,0.11,0.03,0.0,0.16,0.03,0.16,0.0,0.05,0.2,2.72,1.58,1.66,41.96,1.1,0.03,0.0,0.11,0.21,0.0,75.7,42.2,86.4,85.1,48.95,8.68,20.24,17.89,0.83,37.04,3.66,17.49,15.22,0.08,29.19,2.78,4.99,0.75,0.0,0.0,0.0,0.0,1.01,72.08,5.42,0.93,227.38,0.0,0.67,0.05,0.0,1.98,0.08,0.03,0.0,2.8,0.32,0.53,0.03,0.13,25.0,0.0,55.6,0.4,0.08,44.4,2.24,0.24,0.99,1.01,1.36,0.72,0.13,0.83,0.32,3.82,136.18,663.01,58.49,14.29,0.53,13.22,2.88,58.49,31.91,0.21,0.18,0.05,0.02,0.11,0.16,0.02
Lewis Miley,Midfielders,474,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",46.7,52.9,1.52,1.33,0.38,,6.27,1.52,29.43,0.19,0.57,1.52,1.9,0.0,0.38,0.0,0.0,0.57,1.71,3.23,0.0,0.57,0.57,0.0,0.19,0.0,0.38,0.0,0.0,0.57,0.0,0.38,0.0,,,0.0,0.57,0.95,48.04,1.9,0.0,0.0,0.0,0.0,0.0,83.0,72.7,91.3,83.6,48.04,4.18,15.19,26.58,1.33,39.87,3.04,13.86,22.22,0.0,38.35,0.0,2.85,0.57,0.0,0.0,0.0,0.0,1.14,66.46,3.8,2.85,141.84,0.0,0.0,0.19,0.0,1.9,0.0,0.0,0.0,2.09,0.19,0.0,0.0,0.0,,0.0,75.0,0.57,0.19,25.0,3.99,0.76,0.38,2.85,2.47,0.76,0.38,0.0,0.19,4.56,148.1,616.52,59.43,12.53,1.14,13.67,3.04,59.43,33.99,0.0,0.04,,0.0,0.04,0.04,0.0
Lewis Miley,Midfielders,1202,2023-2024 Premier League,47.8,46.9,0.9,0.82,0.22,15.4,5.84,1.5,26.21,0.52,0.45,1.27,1.35,0.0,0.82,0.15,0.0,0.75,1.12,2.4,0.15,0.37,0.45,0.0,0.07,0.0,0.3,0.0,0.0,0.37,0.07,0.3,-0.02,0.08,0.33,0.0,0.6,0.9,40.06,1.2,0.07,-0.02,0.15,0.0,0.0,82.4,60.0,86.7,86.1,40.06,3.0,12.35,22.16,1.12,33.02,1.8,10.71,19.09,0.0,32.57,0.0,1.95,0.9,0.0,0.0,0.0,0.0,1.05,48.97,3.97,4.04,120.92,0.0,0.0,0.15,0.0,1.8,0.22,0.15,0.0,2.32,0.22,0.97,0.0,0.22,23.1,0.0,47.1,0.6,0.15,47.1,2.47,0.52,0.45,1.5,1.57,1.27,0.3,0.0,0.6,3.07,124.59,492.68,50.47,15.87,2.62,12.28,2.7,50.47,22.84,0.07,0.22,0.1,0.09,0.1,0.13,0.09
Lisandro Martínez,Midfielders,180,2019-2020 Europa League,50.0,25.0,5.0,5.0,0.0,9.6,5.0,1.0,45.5,0.0,0.0,1.5,5.0,0.0,1.5,0.0,5.0,1.5,0.5,2.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,,0.0,1.5,0.5,65.0,2.0,0.0,-0.05,0.0,0.0,0.0,76.6,60.0,82.0,87.5,70.5,12.5,25.0,28.0,0.75,54.0,7.5,20.5,24.5,0.5,52.5,1.5,6.0,2.0,0.0,0.0,0.0,0.0,1.0,202.0,4.5,0.5,391.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,1.5,0.0,1.0,0.5,1.0,1.0,1.0,3.5,0.0,3.0,295.0,957.0,85.0,10.0,1.0,31.0,9.5,85.0,44.5,0.5,0.1,0.07,0.05,0.15,0.05,0.05
Lisandro Martínez,Midfielders,537,2019-2020 Champions League,52.2,36.8,1.84,2.01,0.0,24.4,6.7,1.01,47.6,1.34,0.0,2.01,2.68,0.0,0.34,0.17,1.34,0.5,1.17,3.18,0.34,1.84,0.5,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,-0.05,0.0,0.0,0.0,1.68,0.34,55.98,0.67,0.0,-0.05,0.17,0.0,0.0,82.8,64.8,88.6,88.2,57.49,9.05,20.61,24.13,0.505,47.6,5.87,18.27,21.28,0.17,46.09,1.01,4.86,0.17,0.0,0.0,0.0,0.0,1.51,126.03,6.2,0.84,215.03,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,1.01,0.34,1.17,0.0,0.5,42.9,0.0,81.8,1.51,1.01,18.2,2.18,0.0,0.84,1.34,1.17,1.84,0.17,0.34,0.34,3.85,242.68,851.06,68.55,10.06,0.67,17.77,3.18,68.55,42.07,0.34,0.05,0.04,0.05,0.05,0.02,0.05
Lisandro Martínez,Midfielders,2029,2019-2020 Eredivisie,53.6,41.9,2.31,2.66,0.04,19.6,7.32,1.38,60.06,2.04,0.13,1.6,1.82,0.0,0.58,0.13,1.29,1.29,1.15,2.75,0.0,1.24,0.8,0.0,0.0,0.0,0.18,0.04,0.0,0.22,0.09,0.13,-0.08,0.04,0.12,0.0,1.77,0.62,72.66,1.38,0.09,-0.08,0.09,0.0,0.0,88.2,76.0,92.5,90.8,74.21,8.87,31.94,29.99,0.49,65.43,6.74,29.54,27.24,0.27,61.26,1.02,6.65,1.06,0.0,0.04,0.0,0.0,2.17,223.34,9.23,0.67,378.1,0.0,0.04,0.04,0.09,1.42,0.27,0.04,0.0,1.91,0.58,2.04,0.09,0.75,37.0,0.0,88.2,1.33,0.53,11.8,2.04,0.31,0.84,0.89,1.29,1.51,0.49,0.27,0.18,3.81,347.8,1177.59,87.25,13.13,2.13,16.9,2.93,87.25,57.93,0.13,0.22,0.08,0.16,0.12,0.05,0.16
Lucas Bergvall,Midfielders,255,2024-2025 Europa League,60.0,54.5,0.71,1.06,0.0,24.9,5.65,1.06,37.06,2.12,0.0,1.76,2.12,1.41,2.12,0.0,2.12,1.76,2.12,3.88,0.0,2.82,1.06,0.0,0.0,0.35,0.0,0.0,0.0,0.35,0.0,0.0,-0.04,0.0,,0.71,1.41,1.41,42.0,3.53,0.0,-0.04,0.0,0.35,0.0,85.6,68.8,88.2,91.1,44.12,5.65,18.0,19.76,0.53,37.76,3.88,15.88,18.0,0.0,38.47,0.35,1.76,0.71,0.0,0.0,0.0,0.35,0.35,73.06,3.88,3.88,124.59,0.0,0.0,0.0,0.35,1.06,0.0,0.0,0.0,1.41,0.0,1.06,0.0,0.0,0.0,0.0,66.7,0.71,1.06,33.3,2.47,1.06,0.71,0.71,2.12,1.06,0.71,0.35,0.35,3.88,208.59,671.29,56.47,17.65,1.76,8.82,2.47,56.47,30.35,0.35,0.18,0.03,0.04,0.14,0.14,0.04
Lucas Bergvall,Midfielders,637,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",43.8,59.3,1.27,0.99,0.0,24.8,6.5,1.41,44.51,1.84,0.14,1.55,2.4,1.41,2.54,0.28,3.67,1.7,2.26,3.81,0.28,2.4,1.27,0.0,0.0,0.14,0.14,0.0,0.0,0.28,0.0,0.0,-0.03,0.0,,0.71,1.84,0.99,53.83,3.11,0.0,-0.03,0.0,0.42,0.0,87.7,69.6,90.5,93.3,57.65,6.5,23.88,25.43,0.425,50.58,4.52,21.62,23.74,0.14,48.46,1.13,3.25,0.99,0.0,0.0,0.0,0.14,1.7,119.67,4.24,3.11,170.39,0.0,0.28,0.0,0.14,1.13,0.0,0.0,0.0,1.55,0.85,0.71,0.0,0.0,0.0,0.0,57.1,1.7,0.85,28.6,3.53,0.85,1.13,1.55,2.4,2.97,0.28,0.71,0.85,5.37,278.19,861.15,71.21,20.2,1.27,14.69,3.53,71.21,37.58,0.42,0.11,0.03,0.03,0.11,0.1,0.03
Lucas Paquetá,Midfielders,314,2022 World Cup,60.0,40.0,0.57,0.86,0.29,11.7,3.73,1.43,30.96,1.15,0.29,0.86,1.15,0.0,1.15,0.29,2.29,1.15,0.57,1.43,0.0,1.15,0.57,0.0,0.0,0.0,0.29,0.0,0.0,0.29,0.29,0.57,0.06,0.25,0.25,0.0,0.57,1.72,55.32,1.43,0.29,0.06,0.0,0.0,0.0,83.7,66.7,89.6,87.1,57.9,4.3,22.07,26.66,1.15,48.44,2.87,19.78,23.22,0.29,49.87,0.57,4.59,2.58,0.0,0.0,0.0,0.0,0.57,41.27,5.73,5.73,178.28,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,2.58,0.29,1.15,0.0,1.15,100.0,0.0,0.0,0.0,0.0,50.0,2.01,0.29,1.43,0.29,1.43,0.57,0.0,1.72,0.29,2.58,108.06,738.92,66.21,19.49,1.72,8.89,0.86,66.21,38.12,0.0,0.66,0.21,0.23,0.17,0.43,0.23
Lucas Paquetá,Midfielders,842,2018-2019 Serie A,44.4,29.2,2.14,1.71,0.11,18.1,5.13,1.28,34.63,1.6,0.21,1.82,1.18,0.0,0.75,0.0,0.53,3.21,0.75,2.57,0.21,1.82,2.46,0.0,0.0,0.11,0.32,0.11,0.11,0.64,0.11,0.21,-0.03,0.08,0.17,0.0,0.43,0.96,39.12,2.14,0.11,-0.03,0.11,0.0,0.0,75.8,55.2,72.7,83.8,39.76,3.1,10.58,22.45,1.28,30.14,1.71,7.7,18.81,0.11,39.55,0.43,3.42,0.86,0.0,0.0,0.0,0.0,2.24,77.92,5.13,5.24,142.59,0.11,0.0,0.11,0.32,2.03,0.11,0.21,0.0,2.78,0.0,1.39,0.0,0.64,46.2,0.0,64.0,1.71,0.21,36.0,1.92,0.11,0.96,0.86,0.96,2.67,0.11,0.11,0.96,2.35,155.52,410.99,51.09,14.54,1.6,8.34,1.5,51.09,29.07,0.53,0.22,0.1,0.14,0.07,0.09,0.14
Lucas Paquetá,Midfielders,1103,2019-2020 Serie A,38.2,37.8,2.77,1.71,0.08,21.1,8.0,1.39,44.14,2.04,0.16,1.88,0.73,0.0,0.82,0.16,1.14,2.86,1.14,3.02,0.0,2.04,2.04,0.08,0.0,0.0,0.16,0.0,0.0,0.24,0.0,0.08,-0.17,0.0,0.0,0.0,0.65,1.47,44.63,2.77,0.0,-0.17,0.24,0.0,0.0,77.5,64.6,81.5,85.0,46.1,3.92,15.91,22.36,1.18,35.74,2.53,12.97,19.01,0.33,43.82,0.73,4.32,1.22,0.0,0.0,0.0,0.0,2.28,102.81,6.2,6.04,167.6,0.0,0.08,0.16,0.0,2.77,0.33,0.57,0.0,3.92,0.16,2.69,0.0,0.9,33.3,0.0,59.5,2.04,0.16,40.5,2.69,0.33,0.98,1.39,1.55,3.43,0.33,0.41,1.39,3.35,212.72,565.05,60.95,22.6,2.69,7.02,1.31,60.95,32.31,0.57,0.31,0.06,0.17,0.08,0.14,0.17
Lucas Paquetá,Midfielders,1464,2024-2025 Premier League,37.7,48.4,2.34,1.41,0.0,19.7,5.84,1.29,31.23,1.17,0.12,0.98,1.41,0.25,1.23,0.06,3.38,2.21,0.92,1.91,0.18,1.72,1.72,0.0,0.0,0.06,0.12,0.12,0.0,0.31,0.25,0.25,-0.01,0.07,0.67,0.06,0.68,1.41,48.01,1.72,0.12,-0.04,0.37,0.18,0.0,77.0,63.6,79.6,83.1,51.58,7.25,17.15,24.71,0.925,39.71,4.61,13.65,20.53,0.18,44.32,1.35,4.92,1.48,0.12,0.06,0.12,0.0,0.68,41.5,5.04,3.2,208.52,0.0,0.12,0.0,0.18,2.7,0.18,0.06,0.0,3.26,0.12,1.66,0.12,0.18,11.1,0.0,47.6,0.61,0.49,52.4,2.58,0.25,1.11,1.23,1.66,1.29,0.55,0.31,0.68,3.26,109.36,665.59,64.18,16.05,2.27,13.71,2.27,64.06,35.04,0.37,0.28,0.1,0.17,0.11,0.12,0.26
Lucas Paquetá,Midfielders,2275,2020-2021 Ligue 1,52.8,34.8,1.35,1.5,0.2,18.6,6.57,1.11,37.35,1.62,0.36,1.7,0.63,0.12,0.4,0.08,1.94,1.35,0.91,2.61,0.04,2.57,2.69,0.0,0.08,0.0,0.32,0.08,0.0,0.47,0.36,0.55,0.08,0.16,0.41,0.0,0.79,1.74,47.35,2.18,0.36,0.08,0.2,0.0,0.0,80.4,68.9,84.6,86.1,49.57,4.19,16.73,24.21,1.13,39.84,2.89,14.16,20.85,0.28,44.47,0.75,5.38,1.82,0.0,0.04,0.0,0.0,1.58,84.86,7.52,3.92,241.87,0.04,0.0,0.16,0.16,2.97,0.08,0.2,0.04,3.56,0.12,2.18,0.16,0.87,40.0,0.0,54.8,1.35,0.24,45.2,2.77,0.47,1.19,1.11,1.42,2.45,0.24,0.36,1.11,3.56,163.35,618.69,62.15,18.91,2.77,10.05,1.27,62.15,34.06,0.24,0.48,0.13,0.28,0.14,0.2,0.28
Luis Díaz,Midfielders,401,2019-2020 Europa League,25.0,11.1,2.69,0.9,0.22,16.3,5.61,1.35,28.95,1.57,0.22,1.8,0.45,0.0,0.9,0.0,0.67,2.47,0.22,2.02,0.0,2.24,2.92,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.67,0.9,0.31,0.38,0.75,0.0,0.67,0.45,30.97,2.92,0.67,0.31,0.0,0.0,0.0,76.6,55.6,76.3,86.8,31.65,2.02,8.53,17.06,1.125,24.24,1.12,6.51,14.81,0.0,33.44,0.22,1.35,1.35,0.0,0.0,0.0,0.0,1.35,57.01,3.59,6.73,76.08,0.0,0.0,0.0,0.22,1.35,0.0,0.0,0.0,1.57,0.0,1.8,0.0,0.9,50.0,0.0,64.3,2.02,0.22,35.7,1.12,0.0,0.67,0.45,0.67,3.14,0.0,0.45,1.12,1.8,179.33,329.48,46.23,20.42,2.47,6.06,0.22,46.23,20.42,0.22,0.45,0.2,0.36,0.07,0.09,0.36
Luis Díaz,Midfielders,417,2021 Copa América,42.9,40.0,0.86,0.65,0.0,17.6,5.4,0.43,31.73,3.02,2.16,0.65,0.22,0.22,0.86,0.22,1.08,1.08,0.43,1.08,0.0,0.43,2.16,0.0,0.0,0.0,0.0,0.0,0.65,0.65,0.86,0.86,0.63,0.4,0.57,0.22,0.65,0.86,31.94,1.73,0.86,0.63,0.0,0.0,0.0,79.9,63.6,80.8,86.6,33.24,2.37,11.22,17.7,0.645,26.55,1.51,9.06,15.32,0.22,34.53,0.0,0.86,0.65,0.0,0.0,0.0,0.0,6.47,150.0,3.02,10.36,76.83,0.22,0.0,0.0,0.22,1.73,0.22,0.86,0.0,3.02,0.0,2.16,0.0,1.51,70.0,0.0,66.7,5.61,0.43,33.3,0.86,0.0,0.65,0.22,0.22,8.42,0.22,0.86,2.81,1.51,268.92,393.67,45.54,23.96,4.75,5.4,0.0,45.54,18.78,0.0,0.28,0.11,0.24,0.04,0.04,0.24
Luis Díaz,Midfielders,1495,2021-2022 Primeira Liga,52.4,38.5,1.81,1.99,0.24,15.1,4.39,0.66,36.6,2.11,3.31,0.48,0.36,0.36,1.32,0.24,1.44,1.14,0.3,0.78,0.0,1.75,1.57,0.0,0.0,0.0,0.48,0.06,0.24,0.78,0.84,1.08,0.12,0.23,0.56,0.0,0.24,2.35,38.77,2.47,0.84,0.16,0.48,0.0,0.0,79.8,72.5,80.5,86.3,40.45,2.41,11.14,23.36,0.81,32.27,1.75,8.97,20.17,0.24,40.58,0.12,1.81,1.38,0.06,0.0,0.0,0.06,5.42,130.15,3.67,11.2,103.24,0.0,0.0,0.06,0.06,4.09,0.42,0.9,0.0,5.54,0.0,3.73,0.06,1.51,40.3,0.0,63.0,2.77,0.24,37.0,0.72,0.24,0.12,0.36,0.3,4.39,0.18,0.96,1.63,0.96,244.29,462.04,53.28,31.79,8.61,2.17,0.48,53.22,19.99,0.12,1.01,0.18,0.68,0.25,0.33,0.72
Luis Díaz,Midfielders,1636,2020-2021 Primeira Liga,34.8,37.5,2.37,1.27,0.28,17.2,6.0,0.94,31.3,2.2,1.49,1.1,0.33,0.06,0.83,0.0,1.1,1.32,0.66,1.76,0.06,2.75,2.37,0.0,0.0,0.0,0.22,0.0,0.11,0.33,0.33,0.61,0.05,0.14,0.5,0.0,0.72,1.21,32.18,2.42,0.33,0.05,0.22,0.0,0.0,81.4,74.0,85.4,87.0,33.45,2.75,9.41,18.21,0.965,27.23,2.04,8.03,15.84,0.17,31.85,0.28,1.32,1.16,0.0,0.0,0.0,0.0,3.63,103.2,3.03,8.42,75.86,0.0,0.0,0.0,0.22,1.65,0.11,0.72,0.0,2.7,0.06,2.31,0.0,0.66,28.6,0.0,69.0,3.19,0.28,28.6,1.43,0.22,0.66,0.55,0.99,4.62,0.0,0.72,1.32,2.15,210.75,397.68,45.88,22.61,4.84,5.01,0.5,45.88,19.75,0.0,0.43,0.12,0.28,0.08,0.15,0.28
Luis Díaz,Midfielders,1770,2019-2020 Primeira Liga,27.0,40.9,1.37,0.51,0.1,17.5,5.69,0.76,32.44,2.34,1.37,0.66,0.31,0.0,0.81,0.0,0.41,1.93,0.46,1.12,0.0,2.49,2.49,0.0,0.0,0.15,0.36,0.1,0.0,0.61,0.31,0.41,-0.01,0.12,0.32,0.0,0.76,0.97,33.71,2.64,0.31,-0.01,0.41,0.0,0.0,84.7,74.6,87.3,91.0,34.17,3.2,12.05,16.32,0.765,28.93,2.39,10.53,14.85,0.05,35.69,0.1,2.08,1.17,0.0,0.0,0.0,0.1,3.36,96.86,3.76,9.76,80.39,0.0,0.0,0.0,0.36,2.19,0.31,0.46,0.0,3.31,0.15,2.54,0.0,0.97,38.0,0.0,62.5,2.29,0.25,37.5,1.12,0.31,0.61,0.2,0.51,3.66,0.05,0.31,1.37,1.88,222.41,459.92,46.83,22.83,3.92,4.83,0.41,46.83,20.54,0.1,0.4,0.12,0.32,0.13,0.08,0.32
Luke Cundle,Midfielders,895,Last 365 Days Men's Next 14 Competitions,36.4,50.0,0.7,0.4,0.2,15.2,4.73,1.61,26.15,1.91,0.7,1.21,0.5,0.0,0.0,0.0,2.01,1.21,1.21,2.41,0.0,1.11,0.91,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.2,0.4,0.1,0.2,0.5,0.0,0.91,1.91,42.13,1.31,0.2,0.1,0.0,0.0,0.0,81.9,63.2,87.4,86.2,44.55,3.82,14.38,23.33,0.8049999999999999,36.5,2.41,12.57,20.11,0.4,36.3,0.7,4.32,1.21,0.0,0.0,0.0,0.0,1.41,67.68,5.73,4.02,157.98,0.0,0.0,0.1,0.1,3.12,0.0,0.0,0.0,3.32,0.4,1.01,0.0,0.4,40.0,0.0,25.0,0.3,0.5,66.7,2.11,0.3,0.91,0.91,0.91,1.21,0.2,0.6,0.8,3.02,139.98,554.18,54.3,18.5,3.02,7.64,1.11,54.3,28.76,0.2,0.24,0.11,0.1,0.15,0.13,0.1
