Player,Versus,BasedOnMinutes,scouting_period
Lucas Paquetá,Att Mid / Wingers,2151,2022-2023 Premier League
Lucas Paquetá,Att Mid / Wingers,2622,2023-2024 Premier League
Lucas Paquetá,Att Mid / Wingers,2699,2021-2022 Ligue 1
Lucas Paquetá,Att Mid / Wingers,2814,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Lucas Paquetá,Forwards,571,2021-2022 Europa League
Luis Díaz,Att Mid / Wingers,269,2022-2023 Champions League
Luis Díaz,Att Mid / Wingers,390,2024-2025 Champions League
Luis Díaz,Att Mid / Wingers,418,2019 Copa Libertadores
Luis Díaz,Att Mid / Wingers,439,2023-2024 Europa League
Luis Díaz,Att Mid / Wingers,507,2024 Copa América
Luis Díaz,Att Mid / Wingers,905,2021-2022 Champions League
Luis Díaz,Att Mid / Wingers,958,2021-2022 Premier League
Luis Díaz,Att Mid / Wingers,996,2022-2023 Premier League
Luis Díaz,Att Mid / Wingers,1190,2024-2025 Premier League
Luis Díaz,Att Mid / Wingers,2629,2023-2024 Premier League
Luis Díaz,Att Mid / Wingers,3224,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Luis Díaz,Forwards,452,2020-2021 Champions League
Luis Guilherme,Att Mid / Wingers,221,2024 Copa Libertadores
Luis Guilherme,Att Mid / Wingers,576,2023 Série A
Luis Sinisterra,Att Mid / Wingers,538,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Luis Sinisterra,Att Mid / Wingers,699,2023-2024 Premier League
Luis Sinisterra,Att Mid / Wingers,867,2022-2023 Premier League
Luis Sinisterra,Att Mid / Wingers,1011,2021-2022 Europa Conference League
Luis Sinisterra,Att Mid / Wingers,1207,2020-2021 Eredivisie
Luis Sinisterra,Att Mid / Wingers,1616,2019-2020 Eredivisie
Luis Sinisterra,Att Mid / Wingers,2405,2021-2022 Eredivisie
Luis Sinisterra,Forwards,490,2019-2020 Europa League
Luke Cundle,Att Mid / Wingers,1779,2022-2023 Championship
Marc Guiu,Forwards,283,vs. Forwards
Marcus Harness,Att Mid / Wingers,982,2023-2024 Championship
Marcus Harness,Att Mid / Wingers,1298,Last 365 Days Men's Next 14 Competitions
Marcus Rashford,Att Mid / Wingers,256,2021-2022 Champions League
Marcus Rashford,Att Mid / Wingers,288,2023-2024 Champions League
Marcus Rashford,Att Mid / Wingers,308,2024-2025 Europa League
Marcus Rashford,Att Mid / Wingers,347,2017-2018 Champions League
Marcus Rashford,Att Mid / Wingers,413,2019-2020 Europa League
Marcus Rashford,Att Mid / Wingers,434,2020-2021 Europa League
Marcus Rashford,Att Mid / Wingers,558,2022-2023 Europa League
Marcus Rashford,Att Mid / Wingers,978,2024-2025 Premier League
Marcus Rashford,Att Mid / Wingers,1235,2021-2022 Premier League
Marcus Rashford,Att Mid / Wingers,1812,2017-2018 Premier League
Marcus Rashford,Att Mid / Wingers,2147,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Marcus Rashford,Att Mid / Wingers,2271,2023-2024 Premier League
Marcus Rashford,Att Mid / Wingers,2643,2019-2020 Premier League
Marcus Rashford,Att Mid / Wingers,2879,2022-2023 Premier League
Marcus Rashford,Att Mid / Wingers,2920,2020-2021 Premier League
Marcus Rashford,Forwards,202,2018 World Cup
Marcus Rashford,Forwards,414,2020-2021 Champions League
Marcus Rashford,Forwards,722,2018-2019 Champions League
Marcus Rashford,Forwards,2334,2018-2019 Premier League
Marcus Tavernier,Att Mid / Wingers,498,2018-2019 Championship
Marcus Tavernier,Att Mid / Wingers,1140,2024-2025 Premier League
Marcus Tavernier,Att Mid / Wingers,1743,2022-2023 Premier League
Marcus Tavernier,Att Mid / Wingers,2088,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Marcus Tavernier,Att Mid / Wingers,2118,2023-2024 Premier League
Marcus Tavernier,Att Mid / Wingers,2202,2020-2021 Championship
Marcus Tavernier,Att Mid / Wingers,2536,2019-2020 Championship
Martin Ødegaard,Att Mid / Wingers,420,2020-2021 Europa League
Martin Ødegaard,Att Mid / Wingers,866,2020-2021 Premier League
Martin Ødegaard,Att Mid / Wingers,2785,2021-2022 Premier League
Mason Mount,Att Mid / Wingers,186,2022 World Cup
Mason Mount,Att Mid / Wingers,462,2021 UEFA Euro 2020
Mason Mount,Att Mid / Wingers,473,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Mason Mount,Att Mid / Wingers,539,2021-2022 Champions League
Mason Mount,Att Mid / Wingers,1648,2022-2023 Premier League
Mason Mount,Att Mid / Wingers,2363,2021-2022 Premier League
Mason Mount,Att Mid / Wingers,2867,2019-2020 Premier League
Matheus Cunha,Att Mid / Wingers,1605,2024-2025 Premier League
Matheus Cunha,Att Mid / Wingers,2149,2020-2021 Bundesliga
Matheus Cunha,Att Mid / Wingers,2373,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Matheus Cunha,Forwards,540,2018-2019 Europa League
Matheus Cunha,Forwards,853,2018-2019 Bundesliga
Matheus Cunha,Forwards,965,2022-2023 Premier League
Matheus Cunha,Forwards,1023,2019-2020 Bundesliga
Matheus Cunha,Forwards,1063,2021-2022 La Liga
Matheus Cunha,Forwards,2440,2023-2024 Premier League
Matty Cash,Att Mid / Wingers,2428,2018-2019 Championship
Maxwel Cornet,Att Mid / Wingers,211,2022-2023 Europa Conference League
Maxwel Cornet,Att Mid / Wingers,216,2018-2019 Champions League
Maxwel Cornet,Att Mid / Wingers,370,2017-2018 Europa League
Maxwel Cornet,Att Mid / Wingers,1272,2017-2018 Ligue 1
Maxwel Cornet,Att Mid / Wingers,1281,2018-2019 Ligue 1
Maxwel Cornet,Att Mid / Wingers,1330,2019-2020 Ligue 1
Maxwel Cornet,Forwards,1766,2021-2022 Premier League
Michail Antonio,Att Mid / Wingers,1354,2017-2018 Premier League
Michail Antonio,Forwards,235,2024 Copa América
Michail Antonio,Forwards,322,2023-2024 Europa League
Michail Antonio,Forwards,605,2022-2023 Europa Conference League
Michail Antonio,Forwards,762,2021-2022 Europa League
Michail Antonio,Forwards,836,2024-2025 Premier League
Michail Antonio,Forwards,1695,2023-2024 Premier League
Michail Antonio,Forwards,1768,2019-2020 Premier League
Michail Antonio,Forwards,1829,2022-2023 Premier League
Michail Antonio,Forwards,1974,2020-2021 Premier League
Michail Antonio,Forwards,1977,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Michail Antonio,Forwards,2971,2021-2022 Premier League
Miguel Almirón,Att Mid / Wingers,180,2024 Copa América
Miguel Almirón,Att Mid / Wingers,288,2021 Copa América
Miguel Almirón,Att Mid / Wingers,413,2023-2024 Champions League
Miguel Almirón,Att Mid / Wingers,663,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Miguel Almirón,Att Mid / Wingers,1937,2023-2024 Premier League
Miguel Almirón,Att Mid / Wingers,2491,2022-2023 Premier League
Miguel Almirón,Att Mid / Wingers,2756,2018 Major League Soccer
Miguel Almirón,Forwards,386,2019 Copa América
Mikey Moore,Att Mid / Wingers,183,vs. Att Mid / Wingers
Mikkel Damsgaard,Att Mid / Wingers,325,2021 UEFA Euro 2020
Mohamed Salah,Att Mid / Wingers,180,2018 World Cup
Mohamed Salah,Att Mid / Wingers,400,2023-2024 Europa League
Mohamed Salah,Att Mid / Wingers,511,2024-2025 Champions League
Mohamed Salah,Att Mid / Wingers,624,2022-2023 Champions League
Mohamed Salah,Att Mid / Wingers,730,2019-2020 Champions League
Mohamed Salah,Att Mid / Wingers,778,2020-2021 Champions League
Mohamed Salah,Att Mid / Wingers,923,2017-2018 Champions League
Mohamed Salah,Att Mid / Wingers,1004,2021-2022 Champions League
Mohamed Salah,Att Mid / Wingers,1056,2018-2019 Champions League
Mohamed Salah,Att Mid / Wingers,1762,2024-2025 Premier League
Mohamed Salah,Att Mid / Wingers,2534,2023-2024 Premier League
Mohamed Salah,Att Mid / Wingers,2762,2021-2022 Premier League
Mohamed Salah,Att Mid / Wingers,2876,2019-2020 Premier League
Mohamed Salah,Att Mid / Wingers,2907,2017-2018 Premier League
Mohamed Salah,Att Mid / Wingers,3078,2020-2021 Premier League
Mohamed Salah,Att Mid / Wingers,3250,2018-2019 Premier League
Mohamed Salah,Att Mid / Wingers,3285,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Mohamed Salah,Att Mid / Wingers,3290,2022-2023 Premier League
Mohammed Kudus,Att Mid / Wingers,180,2022-2023 Europa League
Mohammed Kudus,Att Mid / Wingers,765,2023-2024 Europa League
Mohammed Kudus,Att Mid / Wingers,1793,2022-2023 Eredivisie
Mohammed Kudus,Att Mid / Wingers,2484,2023-2024 Premier League
Mohammed Kudus,Att Mid / Wingers,3165,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Mohammed Kudus,Forwards,247,2022 World Cup
Mohammed Kudus,Forwards,448,2022-2023 Champions League
Morgan Gibbs-White,Att Mid / Wingers,663,2018-2019 Premier League
Morgan Gibbs-White,Att Mid / Wingers,1339,2024-2025 Premier League
Morgan Gibbs-White,Att Mid / Wingers,2808,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Morgan Gibbs-White,Att Mid / Wingers,2865,2021-2022 Championship
Morgan Gibbs-White,Att Mid / Wingers,3151,2022-2023 Premier League
Morgan Gibbs-White,Att Mid / Wingers,3156,2023-2024 Premier League
Morgan Rogers,Att Mid / Wingers,512,2024-2025 Champions League
Morgan Rogers,Att Mid / Wingers,638,2023-2024 Premier League
Morgan Rogers,Att Mid / Wingers,1308,2023-2024 Championship
Morgan Rogers,Att Mid / Wingers,1648,2024-2025 Premier League
Morgan Rogers,Att Mid / Wingers,2798,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Morgan Rogers,Forwards,1253,2022-2023 Championship
Mykhailo Mudryk,Att Mid / Wingers,360,2024-2025 Conference League
Mykhailo Mudryk,Att Mid / Wingers,657,2022-2023 Premier League
Mykhailo Mudryk,Att Mid / Wingers,920,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Mykhailo Mudryk,Att Mid / Wingers,1576,2023-2024 Premier League
Nathan Broadhead,Att Mid / Wingers,776,Last 365 Days Men's Next 14 Competitions
Nathan Broadhead,Att Mid / Wingers,2294,2023-2024 Championship
Nathan Broadhead,Forwards,1069,2022-2023 Championship
Neal Maupay,Forwards,734,2024-2025 Ligue 1
Neal Maupay,Forwards,1118,2022-2023 Premier League
Neal Maupay,Forwards,1359,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Neal Maupay,Forwards,1432,2023-2024 Premier League
Neal Maupay,Forwards,2276,2021-2022 Premier League
Neal Maupay,Forwards,2512,2020-2021 Premier League
Neal Maupay,Forwards,2766,2019-2020 Premier League
Neal Maupay,Forwards,3706,2018-2019 Championship
Niclas Füllkrug,Forwards,877,2020-2021 Bundesliga
Niclas Füllkrug,Forwards,1036,2023-2024 Champions League
Niclas Füllkrug,Forwards,1112,2018-2019 Bundesliga
Niclas Füllkrug,Forwards,2081,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Niclas Füllkrug,Forwards,2389,2017-2018 Bundesliga
Niclas Füllkrug,Forwards,2392,2023-2024 Bundesliga
Niclas Füllkrug,Forwards,2477,2022-2023 Bundesliga
Niclas Füllkrug,Forwards,2503,2021-2022 2. Bundesliga
Nicolas Jackson,Forwards,310,2022-2023 Europa Conference League
Nicolas Jackson,Forwards,720,2020-2021 Segunda División
Nicolas Jackson,Forwards,1535,2024-2025 Premier League
Nicolas Jackson,Forwards,1598,2022-2023 La Liga
Nicolas Jackson,Forwards,2799,2023-2024 Premier League
Nicolas Jackson,Forwards,2885,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Noni Madueke,Att Mid / Wingers,268,2021-2022 Europa Conference League
Noni Madueke,Att Mid / Wingers,643,2022-2023 Premier League
Noni Madueke,Att Mid / Wingers,823,2021-2022 Eredivisie
Noni Madueke,Att Mid / Wingers,1053,2023-2024 Premier League
Noni Madueke,Att Mid / Wingers,1200,2024-2025 Premier League
Noni Madueke,Att Mid / Wingers,1994,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Noni Madueke,Forwards,967,2020-2021 Eredivisie
Odsonne Édouard,Forwards,277,2020-2021 Europa League
Odsonne Édouard,Forwards,457,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Odsonne Édouard,Forwards,533,2019-2020 Europa League
Odsonne Édouard,Forwards,551,2018-2019 Europa League
Odsonne Édouard,Forwards,1555,2023-2024 Premier League
Odsonne Édouard,Forwards,1564,2021-2022 Premier League
Odsonne Édouard,Forwards,1803,2022-2023 Premier League
Ollie Watkins,Att Mid / Wingers,3115,2018-2019 Championship
Ollie Watkins,Forwards,355,2024-2025 Champions League
Ollie Watkins,Forwards,503,Last 365 Days Men's Next 14 Competitions
Ollie Watkins,Forwards,753,2023-2024 Europa Conference League
Ollie Watkins,Forwards,1452,2024-2025 Premier League
Ollie Watkins,Forwards,2952,2021-2022 Premier League
Ollie Watkins,Forwards,3127,2022-2023 Premier League
Ollie Watkins,Forwards,3178,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Ollie Watkins,Forwards,3217,2023-2024 Premier League
Ollie Watkins,Forwards,3328,2020-2021 Premier League
Ollie Watkins,Forwards,4128,2019-2020 Championship
Omari Hutchinson,Att Mid / Wingers,1268,Last 365 Days Men's Next 14 Competitions
Omari Hutchinson,Att Mid / Wingers,1625,2024-2025 Premier League
Omari Hutchinson,Att Mid / Wingers,1625,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Omari Hutchinson,Att Mid / Wingers,2195,2023-2024 Championship
Pablo Sarabia,Att Mid / Wingers,253,2021 UEFA Euro 2020
Pablo Sarabia,Att Mid / Wingers,406,2019-2020 Champions League
Pablo Sarabia,Att Mid / Wingers,506,2021-2022 Champions League
Pablo Sarabia,Att Mid / Wingers,740,2017-2018 Champions League
Pablo Sarabia,Att Mid / Wingers,765,2022-2023 Premier League
Pablo Sarabia,Att Mid / Wingers,1164,2019-2020 Ligue 1
Pablo Sarabia,Att Mid / Wingers,1273,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Pablo Sarabia,Att Mid / Wingers,1320,2020-2021 Ligue 1
Pablo Sarabia,Att Mid / Wingers,1745,2023-2024 Premier League
Pablo Sarabia,Att Mid / Wingers,2072,2021-2022 Primeira Liga
Pablo Sarabia,Att Mid / Wingers,2395,2017-2018 La Liga
Patson Daka,Forwards,205,2020-2021 Champions League
Patson Daka,Forwards,241,2019-2020 Champions League
Patson Daka,Forwards,415,2021-2022 Europa League
Patson Daka,Forwards,642,Last 365 Days Men's Next 14 Competitions
Patson Daka,Forwards,1086,2023-2024 Championship
Patson Daka,Forwards,1159,2021-2022 Premier League
Patson Daka,Forwards,1187,2022-2023 Premier League
Paul Onuachu,Forwards,214,2019-2020 Champions League
Paul Onuachu,Forwards,372,2021-2022 Europa League
Paul Onuachu,Forwards,1179,2022-2023 Belgian Pro League
Paul Onuachu,Forwards,1536,2019-2020 Belgian First Division A
Paul Onuachu,Forwards,2150,2021-2022 Belgian First Division A
Paul Onuachu,Forwards,2572,2020-2021 Belgian First Division A
Pedro Neto,Att Mid / Wingers,184,2024-2025 Conference League
Pedro Neto,Att Mid / Wingers,332,2019-2020 Europa League
Pedro Neto,Att Mid / Wingers,466,2021-2022 Premier League
Pedro Neto,Att Mid / Wingers,939,2019-2020 Premier League
Pedro Neto,Att Mid / Wingers,964,2022-2023 Premier League
Pedro Neto,Att Mid / Wingers,1012,2024-2025 Premier League
Pedro Neto,Att Mid / Wingers,1516,2023-2024 Premier League
Pedro Neto,Att Mid / Wingers,1631,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Pedro Neto,Att Mid / Wingers,2550,2020-2021 Premier League
Phil Foden,Att Mid / Wingers,253,2019-2020 Champions League
Phil Foden,Att Mid / Wingers,258,2022 World Cup
Phil Foden,Att Mid / Wingers,617,2024 UEFA Euro 2024
Phil Foden,Att Mid / Wingers,658,2021-2022 Champions League
Phil Foden,Att Mid / Wingers,681,2023-2024 Champions League
Phil Foden,Att Mid / Wingers,901,2019-2020 Premier League
Phil Foden,Att Mid / Wingers,1064,2020-2021 Champions League
Phil Foden,Att Mid / Wingers,1616,2020-2021 Premier League
Phil Foden,Att Mid / Wingers,1842,2022-2023 Premier League
Phil Foden,Att Mid / Wingers,2128,2021-2022 Premier League
Phil Foden,Att Mid / Wingers,2857,2023-2024 Premier League
Philip Billing,Att Mid / Wingers,1398,2023-2024 Premier League
Raheem Sterling,Att Mid / Wingers,496,2017-2018 Champions League
Raheem Sterling,Att Mid / Wingers,585,2021-2022 Champions League
Raheem Sterling,Att Mid / Wingers,601,2019-2020 Champions League
Raheem Sterling,Att Mid / Wingers,630,2022-2023 Champions League
Raheem Sterling,Att Mid / Wingers,639,2021 UEFA Euro 2020
Raheem Sterling,Att Mid / Wingers,648,2020-2021 Champions League
Raheem Sterling,Att Mid / Wingers,732,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Raheem Sterling,Att Mid / Wingers,869,2018-2019 Champions League
Raheem Sterling,Att Mid / Wingers,1891,2022-2023 Premier League
Raheem Sterling,Att Mid / Wingers,1978,2023-2024 Premier League
Raheem Sterling,Att Mid / Wingers,2128,2021-2022 Premier League
Raheem Sterling,Att Mid / Wingers,2536,2020-2021 Premier League
Raheem Sterling,Att Mid / Wingers,2586,2017-2018 Premier League
Raheem Sterling,Att Mid / Wingers,2651,2019-2020 Premier League
Raheem Sterling,Att Mid / Wingers,2771,2018-2019 Premier League
Raheem Sterling,Forwards,451,2018 World Cup
Ramón Sosa,Att Mid / Wingers,285,2024 Copa Libertadores
Ramón Sosa,Att Mid / Wingers,401,2021 Copa Libertadores
Ramón Sosa,Att Mid / Wingers,484,Last 365 Days Men's Next 14 Competitions
Ramón Sosa,Att Mid / Wingers,842,2023 Copa de la Liga Profesional
Ramón Sosa,Att Mid / Wingers,1017,2024 Copa de la Liga Profesional
Ramón Sosa,Att Mid / Wingers,1042,2022 Copa de la Liga Profesional
Ramón Sosa,Att Mid / Wingers,1500,2023 Liga Profesional Argentina
Rasmus Højlund,Forwards,286,2024 UEFA Euro 2024
Rasmus Højlund,Forwards,329,2024-2025 Europa League
Rasmus Højlund,Forwards,485,2023-2024 Champions League
Rasmus Højlund,Forwards,1025,2024-2025 Premier League
Rasmus Højlund,Forwards,1834,2022-2023 Serie A
Rasmus Højlund,Forwards,2158,2023-2024 Premier League
Rasmus Højlund,Forwards,2393,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Raúl Jiménez,Forwards,309,2017-2018 Champions League
Raúl Jiménez,Forwards,761,2019-2020 Europa League
Raúl Jiménez,Forwards,823,2020-2021 Premier League
Raúl Jiménez,Forwards,846,2022-2023 Premier League
Raúl Jiménez,Forwards,1317,2024-2025 Premier League
Raúl Jiménez,Forwards,1395,2023-2024 Premier League
Raúl Jiménez,Forwards,1517,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Raúl Jiménez,Forwards,2631,2021-2022 Premier League
Raúl Jiménez,Forwards,3111,2018-2019 Premier League
Raúl Jiménez,Forwards,3236,2019-2020 Premier League
Reiss Nelson,Att Mid / Wingers,243,2020-2021 Europa League
Reiss Nelson,Att Mid / Wingers,298,2022-2023 Europa League
Reiss Nelson,Att Mid / Wingers,490,2024-2025 Premier League
Reiss Nelson,Att Mid / Wingers,598,2021-2022 Europa Conference League
Reiss Nelson,Att Mid / Wingers,631,2019-2020 Premier League
Reiss Nelson,Att Mid / Wingers,649,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Reiss Nelson,Att Mid / Wingers,910,2021-2022 Eredivisie
Richarlison,Att Mid / Wingers,365,2022-2023 Champions League
Richarlison,Att Mid / Wingers,1010,2022-2023 Premier League
Richarlison,Att Mid / Wingers,2665,2018-2019 Premier League
Richarlison,Att Mid / Wingers,2823,2017-2018 Premier League
Richarlison,Forwards,323,2022 World Cup
Richarlison,Forwards,651,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Richarlison,Forwards,1491,2023-2024 Premier League
Richarlison,Forwards,2523,2021-2022 Premier League
Richarlison,Forwards,2861,2020-2021 Premier League
Richarlison,Forwards,3070,2019-2020 Premier League
Rodrigo Muniz,Forwards,511,2021-2022 Championship
Rodrigo Muniz,Forwards,607,2024-2025 Premier League
Rodrigo Muniz,Forwards,892,2022-2023 Championship
Rodrigo Muniz,Forwards,1593,2023-2024 Premier League
Rodrigo Muniz,Forwards,1872,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Ross Barkley,Att Mid / Wingers,1573,2020-2021 Premier League
Ross Stewart,Forwards,1042,vs. Forwards
Ryan Christie,Att Mid / Wingers,390,2020-2021 Europa League
Ryan Christie,Att Mid / Wingers,513,2019-2020 Europa League
Ryan Christie,Att Mid / Wingers,1834,2022-2023 Premier League
Ryan Christie,Att Mid / Wingers,2997,2021-2022 Championship
Ryan Fraser,Att Mid / Wingers,754,Last 365 Days Men's Next 14 Competitions
Ryan Fraser,Att Mid / Wingers,1465,2021-2022 Premier League
Ryan Fraser,Att Mid / Wingers,1633,2023-2024 Championship
Ryan Fraser,Forwards,928,2020-2021 Premier League
Ryan Sessegnon,Att Mid / Wingers,196,2019-2020 Champions League
Ryan Sessegnon,Att Mid / Wingers,2300,2018-2019 Premier League
Sammie Szmodics,Att Mid / Wingers,978,2024-2025 Premier League
Sammie Szmodics,Att Mid / Wingers,978,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Sammie Szmodics,Att Mid / Wingers,1722,Last 365 Days Men's Next 14 Competitions
Sammie Szmodics,Att Mid / Wingers,2166,2022-2023 Championship
Sammie Szmodics,Att Mid / Wingers,2388,2021-2022 Championship
Sammie Szmodics,Att Mid / Wingers,3899,2023-2024 Championship
Samuel Edozie,Att Mid / Wingers,200,2024-2025 Europa League
Samuel Edozie,Att Mid / Wingers,567,2022-2023 Premier League
Samuel Edozie,Att Mid / Wingers,792,2024-2025 Belgian Pro League
Samuel Edozie,Att Mid / Wingers,1230,Last 365 Days Men's Next 14 Competitions
Samuel Edozie,Att Mid / Wingers,1364,2023-2024 Championship
Scott McTominay,Att Mid / Wingers,270,2024 UEFA Euro 2024
Simon Adingra,Att Mid / Wingers,533,2023-2024 Europa League
Simon Adingra,Att Mid / Wingers,553,2024-2025 Premier League
Simon Adingra,Att Mid / Wingers,1813,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Simon Adingra,Att Mid / Wingers,2222,2023-2024 Premier League
Son Heung-min,Att Mid / Wingers,282,2024-2025 Europa League
Son Heung-min,Att Mid / Wingers,326,2020-2021 Europa League
Son Heung-min,Att Mid / Wingers,360,2022 World Cup
Son Heung-min,Att Mid / Wingers,365,2019-2020 Champions League
Son Heung-min,Att Mid / Wingers,618,2022-2023 Champions League
Son Heung-min,Att Mid / Wingers,900,2018-2019 Champions League
Son Heung-min,Att Mid / Wingers,1315,2024-2025 Premier League
Son Heung-min,Att Mid / Wingers,2301,2017-2018 Premier League
Son Heung-min,Att Mid / Wingers,2476,2019-2020 Premier League
Son Heung-min,Att Mid / Wingers,2842,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Son Heung-min,Att Mid / Wingers,2888,2022-2023 Premier League
Son Heung-min,Att Mid / Wingers,3006,2021-2022 Premier League
Son Heung-min,Att Mid / Wingers,3114,2020-2021 Premier League
Son Heung-min,Forwards,270,2018 World Cup
Son Heung-min,Forwards,2039,2018-2019 Premier League
Son Heung-min,Forwards,2934,2023-2024 Premier League
Stephy Mavididi,Att Mid / Wingers,1275,2024-2025 Premier League
Stephy Mavididi,Att Mid / Wingers,1275,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Stephy Mavididi,Att Mid / Wingers,1288,2022-2023 Ligue 1
Stephy Mavididi,Att Mid / Wingers,1391,2019-2020 Ligue 1
Stephy Mavididi,Att Mid / Wingers,1460,Last 365 Days Men's Next 14 Competitions
Stephy Mavididi,Att Mid / Wingers,2030,2020-2021 Ligue 1
Stephy Mavididi,Att Mid / Wingers,2299,2021-2022 Ligue 1
Stephy Mavididi,Att Mid / Wingers,3587,2023-2024 Championship
Sávio,Att Mid / Wingers,1080,2024-2025 Premier League
Sávio,Att Mid / Wingers,2807,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Sávio,Att Mid / Wingers,2976,2023-2024 La Liga
Taiwo Awoniyi,Att Mid / Wingers,483,2019-2020 Bundesliga
Taiwo Awoniyi,Forwards,315,2021-2022 Europa Conference League
Taiwo Awoniyi,Forwards,604,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Taiwo Awoniyi,Forwards,1042,2023-2024 Premier League
Taiwo Awoniyi,Forwards,1274,2018-2019 Belgian First Division A
Taiwo Awoniyi,Forwards,1359,2020-2021 Bundesliga
Taiwo Awoniyi,Forwards,1404,2022-2023 Premier League
Taiwo Awoniyi,Forwards,2174,2021-2022 Bundesliga
Taiwo Awoniyi,Forwards,2178,2017-2018 Belgian First Division A
Thiago,Forwards,350,2022-2023 Europa League
Thiago,Forwards,754,2023-2024 Europa Conference League
Thiago,Forwards,862,Last 365 Days Men's Next 14 Competitions
Thiago,Forwards,1840,2023-2024 Belgian Pro League
Thomas Cannon,Forwards,1674,2022-2023 Championship
Thomas Cannon,Forwards,1857,2024-2025 Championship
Thomas Cannon,Forwards,2045,Last 365 Days Men's Next 14 Competitions
Timo Werner,Att Mid / Wingers,187,2024-2025 Europa League
Timo Werner,Att Mid / Wingers,500,2022-2023 Champions League
Timo Werner,Att Mid / Wingers,507,2024-2025 Premier League
Timo Werner,Att Mid / Wingers,809,2023-2024 Premier League
Timo Werner,Att Mid / Wingers,1424,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Timo Werner,Att Mid / Wingers,2602,2020-2021 Premier League
Timo Werner,Forwards,246,2021-2022 Champions League
Timo Werner,Forwards,265,2018 World Cup
Timo Werner,Forwards,329,2017-2018 Champions League
Timo Werner,Forwards,444,2017-2018 Europa League
Timo Werner,Forwards,579,2019-2020 Champions League
Timo Werner,Forwards,810,2020-2021 Champions League
Timo Werner,Forwards,1283,2021-2022 Premier League
Timo Werner,Forwards,1937,2022-2023 Bundesliga
Timo Werner,Forwards,2487,2017-2018 Bundesliga
Timo Werner,Forwards,2509,2018-2019 Bundesliga
Timo Werner,Forwards,2795,2019-2020 Bundesliga
Tom Cairney,Att Mid / Wingers,988,2022-2023 Premier League
Tom Cairney,Att Mid / Wingers,2194,2018-2019 Premier League
Tyler Adams,Att Mid / Wingers,289,2020-2021 Champions League
Tyler Dibling,Att Mid / Wingers,1230,2024-2025 Premier League
Tyler Dibling,Att Mid / Wingers,1230,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Tyrique George,Att Mid / Wingers,289,vs. Att Mid / Wingers
Wes Burns,Att Mid / Wingers,812,Last 365 Days Men's Next 14 Competitions
Wes Burns,Att Mid / Wingers,898,2024-2025 Premier League
Wes Burns,Att Mid / Wingers,898,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Wes Burns,Att Mid / Wingers,2381,2023-2024 Championship
Will Hughes,Att Mid / Wingers,990,2017-2018 Premier League
Will Hughes,Att Mid / Wingers,2418,2018-2019 Premier League
William Osula,Forwards,786,vs. Forwards
Wilson Odobert,Att Mid / Wingers,1764,2022-2023 Ligue 1
Yankuba Minteh,Att Mid / Wingers,198,2023-2024 Champions League
Yankuba Minteh,Att Mid / Wingers,665,2024-2025 Premier League
Yankuba Minteh,Att Mid / Wingers,777,"Last 365 Days Men's Big 5 Leagues, UCL, UEL"
Yankuba Minteh,Att Mid / Wingers,890,Last 365 Days Men's Next 14 Competitions
Yankuba Minteh,Att Mid / Wingers,1456,2023-2024 Eredivisie
