Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Marco Sportiello,Goalkeepers,3201,2017-2018 Serie A,32.0,12.1,38.7,40.0,0.39,0.11,14.28,0.87,6.1,0.65,0.25,0.06,7.59,1.07,32.3,46.7,0.34,0.0,-0.02,0.26,40.4,21.71,10.57,4.27,0.06,0.08,0.0,0.03,1.03,72.5,33.3,2.59,3.68,5.68,0.45,20.0,24.0,17.0,76.0,76.0,65.0,35.0,80.0,87.0,28.0,65.0,31.0,31.0,76.0,28.0,24.0,43.0,80.0,43.0,30.0,28.0,39.0,24.0,20.0,69.0,28.0,37.0,54.0,72.0,54.0,63.0,28.0,31.0,83.0,69.0
Marcus Bettinelli,Goalkeepers,630,2018-2019 Premier League,37.3,16.0,53.9,0.0,0.0,0.14,18.43,0.14,0.8,1.57,0.29,0.0,9.57,2.86,49.4,83.6,0.57,0.0,-0.36,0.39,44.8,25.14,20.43,9.14,0.14,0.43,0.14,0.14,2.5,52.5,50.0,2.71,5.71,4.57,0.14,31.0,76.0,43.0,4.0,4.0,69.0,98.0,2.0,2.0,94.0,91.0,80.0,94.0,6.0,39.0,50.0,80.0,78.0,9.0,98.0,94.0,76.0,61.0,87.0,28.0,94.0,98.0,98.0,6.0,2.0,83.0,39.0,91.0,69.0,9.0
Marcus Bettinelli,Goalkeepers,1242,2019-2020 Championship,30.4,19.1,36.7,30.8,0.29,0.14,9.64,0.22,2.3,1.81,0.29,0.0,7.39,1.09,31.2,43.1,0.29,0.0,-0.22,0.32,33.7,29.71,12.46,4.2,0.07,0.07,0.0,0.0,0.87,61.1,0.0,1.52,2.61,3.99,0.36,6.0,94.0,9.0,70.0,61.0,76.0,4.0,8.0,14.0,91.0,66.0,73.0,24.0,76.0,6.0,11.0,29.0,84.0,24.0,86.0,43.0,84.0,6.0,6.0,61.0,34.0,44.0,36.0,91.0,16.0,36.0,1.0,4.0,49.0,61.0
Marcus Bettinelli,Goalkeepers,3690,2020-2021 Championship,52.2,16.4,63.3,31.7,0.32,0.12,9.95,0.29,2.9,0.71,0.22,0.02,6.63,1.1,82.8,95.6,0.39,0.05,-0.27,0.24,28.1,25.93,27.8,7.8,0.1,0.12,0.02,0.0,0.78,65.5,0.0,1.85,2.9,1.32,0.39,89.0,68.0,81.0,49.0,49.0,71.0,1.0,21.0,34.0,39.0,34.0,36.0,6.0,61.0,89.0,86.0,46.0,29.0,11.0,11.0,9.0,51.0,91.0,79.0,46.0,49.0,84.0,31.0,91.0,14.0,31.0,16.0,19.0,6.0,61.0
Mark Travers,Goalkeepers,450,2024-2025 Premier League,36.3,12.9,55.8,20.0,0.2,0.2,12.6,0.2,1.6,1.0,0.4,0.2,7.8,1.0,41.7,76.9,0.2,0.0,0.9,0.38,45.2,20.6,14.6,6.6,0.0,0.0,0.0,0.0,1.9,80.0,,4.0,5.0,5.8,0.4,76.0,26.0,98.0,39.0,44.0,22.0,46.0,2.0,2.0,33.0,85.0,2.0,87.0,83.0,76.0,94.0,24.0,70.0,98.0,91.0,89.0,9.0,65.0,87.0,83.0,11.0,50.0,37.0,17.0,94.0,,87.0,69.0,91.0,57.0
Mark Travers,Goalkeepers,810,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",38.8,13.6,55.7,33.3,0.33,0.11,13.67,0.44,3.3,0.89,0.22,0.11,7.22,1.11,48.2,78.5,0.33,0.0,0.5,0.32,37.9,21.67,16.11,6.11,0.11,0.11,0.0,0.0,1.61,79.1,0.0,3.67,4.78,4.67,0.44,88.0,50.0,93.0,80.0,80.0,67.0,49.0,10.0,11.0,41.0,38.0,2.0,84.0,82.0,89.0,93.0,44.0,84.0,99.0,84.0,72.0,4.0,70.0,83.0,52.0,32.0,40.0,27.0,26.0,98.0,27.0,89.0,68.0,69.0,68.0
Mark Travers,Goalkeepers,1035,2022-2023 Premier League,31.9,10.5,43.8,18.2,0.17,0.7,19.91,0.43,2.2,0.43,0.0,0.0,10.26,2.78,35.6,55.1,0.78,0.17,-0.52,0.34,46.1,21.74,13.39,6.17,0.17,0.17,0.0,0.0,2.09,54.5,0.0,3.13,5.74,4.7,0.17,45.0,9.0,55.0,23.0,23.0,2.0,98.0,13.0,5.0,2.0,2.0,75.0,98.0,5.0,63.0,52.0,95.0,5.0,9.0,95.0,98.0,13.0,63.0,84.0,16.0,73.0,39.0,25.0,2.0,9.0,25.0,73.0,98.0,52.0,9.0
Mark Travers,Goalkeepers,1170,2023-2024 Championship,36.7,14.1,56.1,15.4,0.15,0.23,13.38,1.0,7.5,0.92,0.08,0.08,8.77,1.38,45.0,73.7,0.54,0.0,-0.06,0.26,35.0,30.08,20.0,7.0,0.08,0.15,0.08,0.0,1.32,73.4,0.0,3.54,4.92,4.85,0.38,69.0,34.0,89.0,16.0,19.0,16.0,39.0,76.0,78.0,34.0,11.0,1.0,91.0,46.0,76.0,86.0,84.0,84.0,44.0,10.0,71.0,44.0,89.0,91.0,36.0,84.0,99.0,38.0,44.0,93.0,38.0,89.0,86.0,54.0,56.0
Mark Travers,Goalkeepers,4050,2021-2022 Championship,31.7,13.1,36.3,44.4,0.44,0.16,13.51,0.38,2.8,0.64,0.27,0.0,6.84,0.87,31.9,42.2,0.18,0.07,0.07,0.24,26.4,22.29,10.0,2.64,0.07,0.07,0.0,0.0,0.87,76.5,0.0,2.6,3.4,4.67,0.56,14.0,28.0,14.0,93.0,95.0,45.0,47.0,18.0,14.0,14.0,59.0,58.0,24.0,91.0,16.0,18.0,3.0,23.0,74.0,13.0,20.0,14.0,7.0,3.0,49.0,34.0,47.0,33.0,91.0,86.0,33.0,47.0,26.0,56.0,97.0
Marko Dmitrović,Goalkeepers,180,2022-2023 Champions League,32.7,7.8,48.6,100.0,1.0,0.0,10.0,1.0,10.0,0.0,0.5,0.0,4.5,0.0,35.9,66.7,0.0,0.0,0.45,0.22,20.7,32.0,14.5,3.0,0.0,0.0,0.0,0.0,0.45,100.0,,2.0,2.0,3.0,0.5,65.0,2.0,92.0,98.0,98.0,81.0,29.0,83.0,85.0,2.0,88.0,53.0,9.0,98.0,77.0,92.0,8.0,58.0,81.0,13.0,10.0,73.0,76.0,40.0,74.0,21.0,47.0,38.0,99.0,98.0,,14.0,1.0,7.0,69.0
Marko Dmitrović,Goalkeepers,270,2022-2023 Europa League,45.6,11.3,61.7,33.3,0.33,0.0,14.67,1.0,6.8,0.33,0.0,0.0,7.33,1.0,64.5,95.5,0.67,0.0,0.2,0.2,23.9,36.67,30.67,7.33,0.33,0.33,0.0,0.0,1.2,84.6,0.0,3.33,4.33,3.67,0.33,95.0,22.0,97.0,57.0,57.0,79.0,77.0,79.0,65.0,20.0,15.0,55.0,43.0,71.0,95.0,99.0,77.0,64.0,70.0,11.0,13.0,95.0,99.0,93.0,8.0,90.0,49.0,46.0,61.0,87.0,46.0,57.0,46.0,27.0,45.0
Marko Dmitrović,Goalkeepers,360,2023-2024 Champions League,36.9,9.1,49.4,0.0,0.0,0.0,13.25,1.5,11.3,0.5,0.25,0.25,9.5,2.0,46.8,65.8,0.75,0.25,-0.13,0.38,32.9,27.25,19.0,6.25,0.25,0.25,0.0,0.0,1.63,53.3,0.0,2.0,3.75,2.5,0.0,96.0,17.0,88.0,21.0,21.0,83.0,60.0,94.0,94.0,27.0,63.0,4.0,97.0,24.0,96.0,91.0,92.0,9.0,33.0,85.0,12.0,29.0,99.0,86.0,26.0,71.0,46.0,44.0,45.0,12.0,44.0,12.0,22.0,4.0,5.0
Marko Dmitrović,Goalkeepers,540,2021-2022 La Liga,30.5,17.5,35.8,66.7,0.67,0.0,11.0,0.67,6.1,2.0,0.33,0.0,5.5,0.83,24.6,33.3,0.0,0.0,-0.15,0.21,41.4,31.83,9.67,4.0,0.0,0.0,0.0,0.0,0.68,73.7,,2.33,3.17,4.5,0.67,16.0,88.0,20.0,98.0,98.0,98.0,5.0,43.0,80.0,95.0,64.0,59.0,2.0,91.0,16.0,13.0,2.0,73.0,20.0,2.0,66.0,95.0,13.0,16.0,95.0,5.0,43.0,18.0,98.0,63.0,,21.0,13.0,63.0,95.0
Marko Dmitrović,Goalkeepers,1170,2023-2024 La Liga,32.7,15.4,45.9,15.4,0.15,0.23,11.69,0.85,7.2,1.15,0.15,0.0,6.08,1.92,32.5,58.2,0.69,0.08,-0.11,0.3,35.1,24.15,11.38,4.0,0.15,0.15,0.0,0.0,1.74,66.2,0.0,3.38,5.23,5.38,0.15,43.0,72.0,50.0,9.0,9.0,13.0,13.0,54.0,76.0,69.0,9.0,59.0,28.0,6.0,43.0,43.0,98.0,17.0,13.0,63.0,31.0,24.0,28.0,30.0,24.0,50.0,37.0,28.0,9.0,19.0,28.0,91.0,91.0,94.0,13.0
Marko Dmitrović,Goalkeepers,1269,2022-2023 La Liga,44.0,12.2,62.4,38.5,0.35,0.14,15.32,0.85,5.6,0.71,0.28,0.0,9.29,0.92,58.1,84.0,0.21,0.07,0.01,0.23,31.6,26.38,23.12,7.31,0.0,0.0,0.0,0.0,0.87,76.4,,3.05,3.9,3.12,0.43,89.0,14.0,95.0,83.0,80.0,45.0,67.0,58.0,58.0,20.0,73.0,67.0,89.0,77.0,89.0,92.0,14.0,23.0,64.0,16.0,11.0,61.0,95.0,80.0,89.0,11.0,38.0,30.0,80.0,80.0,,70.0,45.0,8.0,64.0
Marko Dmitrović,Goalkeepers,1800,2024-2025 La Liga,47.5,14.4,66.0,35.0,0.35,0.25,19.9,1.4,7.0,1.5,0.35,0.0,9.6,1.55,65.3,90.1,0.4,0.05,0.11,0.3,26.7,23.95,24.3,6.5,0.25,0.3,0.05,0.0,1.61,72.3,0.0,3.2,4.7,3.25,0.25,98.0,66.0,98.0,78.0,78.0,9.0,95.0,91.0,69.0,74.0,84.0,66.0,98.0,19.0,91.0,98.0,60.0,26.0,74.0,60.0,9.0,26.0,98.0,84.0,9.0,95.0,95.0,36.0,12.0,60.0,36.0,81.0,81.0,19.0,16.0
Marko Dmitrović,Goalkeepers,1800,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",47.5,14.4,66.0,35.0,0.35,0.25,19.9,1.4,7.0,1.5,0.35,0.0,9.6,1.55,65.3,90.1,0.4,0.05,0.11,0.3,26.7,23.95,24.3,6.5,0.25,0.3,0.05,0.0,1.61,72.3,0.0,3.2,4.7,3.25,0.25,99.0,62.0,99.0,77.0,77.0,12.0,99.0,92.0,66.0,81.0,88.0,71.0,99.0,26.0,99.0,99.0,59.0,39.0,70.0,59.0,11.0,12.0,99.0,88.0,4.0,96.0,96.0,26.0,20.0,62.0,26.0,69.0,72.0,12.0,20.0
Marko Dmitrović,Goalkeepers,2160,2018-2019 La Liga,49.9,18.6,68.7,20.8,0.21,0.13,11.29,0.63,5.5,2.38,0.25,0.08,6.46,1.25,71.4,94.2,0.38,0.0,-0.1,0.28,34.5,25.17,24.04,8.29,0.13,0.17,0.0,0.04,1.15,68.6,25.0,2.29,3.58,2.79,0.38,92.0,95.0,98.0,30.0,30.0,56.0,14.0,72.0,89.0,95.0,45.0,13.0,14.0,67.0,92.0,89.0,48.0,81.0,14.0,38.0,20.0,77.0,92.0,80.0,61.0,47.0,44.0,83.0,73.0,33.0,78.0,11.0,23.0,23.0,67.0
Marko Dmitrović,Goalkeepers,3120,2020-2021 La Liga,49.0,17.5,68.3,26.5,0.26,0.14,11.16,0.4,3.6,1.38,0.32,0.0,6.72,1.41,67.7,91.0,0.52,0.0,-0.1,0.32,39.3,24.12,22.44,8.83,0.09,0.12,0.03,0.03,1.31,64.3,33.3,2.28,3.72,2.83,0.17,92.0,74.0,98.0,50.0,50.0,31.0,8.0,53.0,56.0,73.0,63.0,69.0,27.0,34.0,89.0,92.0,92.0,81.0,27.0,79.0,63.0,40.0,89.0,89.0,76.0,31.0,82.0,60.0,34.0,19.0,76.0,40.0,53.0,18.0,18.0
Marko Dmitrović,Goalkeepers,3150,2019-2020 La Liga,51.6,17.9,70.9,28.6,0.29,0.09,11.97,0.69,5.7,2.14,0.26,0.06,6.97,1.46,72.1,95.9,0.49,0.03,-0.12,0.35,32.4,23.29,23.49,7.6,0.11,0.14,0.0,0.03,1.31,61.5,20.0,2.03,3.49,2.51,0.26,91.0,91.0,98.0,54.0,54.0,59.0,28.0,83.0,91.0,98.0,46.0,33.0,24.0,31.0,91.0,98.0,76.0,43.0,13.0,96.0,13.0,57.0,87.0,72.0,63.0,37.0,44.0,69.0,39.0,9.0,72.0,17.0,28.0,9.0,28.0
Marko Dmitrović,Goalkeepers,3240,2017-2018 La Liga,51.4,19.0,70.1,27.8,0.28,0.06,9.42,0.58,6.2,2.69,0.22,0.06,6.0,1.36,72.4,95.4,0.42,0.08,-0.04,0.34,37.6,26.17,24.67,9.28,0.11,0.11,0.0,0.0,1.24,63.7,0.0,2.17,3.44,2.58,0.36,95.0,98.0,98.0,47.0,47.0,77.0,5.0,35.0,86.0,98.0,50.0,26.0,5.0,50.0,89.0,89.0,59.0,23.0,32.0,85.0,53.0,68.0,92.0,86.0,48.0,36.0,39.0,24.0,65.0,23.0,24.0,5.0,14.0,11.0,41.0
Martin Dúbravka,Goalkeepers,270,2021 UEFA Euro 2020,31.3,7.5,44.6,0.0,0.0,0.67,19.67,1.0,5.1,0.0,0.0,0.0,9.33,2.33,35.5,57.1,0.67,0.67,1.07,0.39,30.6,31.0,16.33,5.0,0.33,0.67,0.0,0.33,2.73,62.5,50.0,3.33,5.33,5.0,0.33,23.0,2.0,60.0,19.0,19.0,4.0,90.0,83.0,60.0,4.0,21.0,52.0,73.0,10.0,31.0,60.0,83.0,2.0,98.0,79.0,19.0,90.0,69.0,52.0,8.0,94.0,46.0,94.0,10.0,29.0,56.0,69.0,71.0,52.0,52.0
Martin Dúbravka,Goalkeepers,390,2024 UEFA Euro 2024,30.1,11.8,54.7,25.0,0.25,0.0,14.25,0.5,3.5,1.0,0.25,0.0,5.75,1.25,31.9,73.9,0.5,0.0,0.0,0.25,29.5,34.5,15.25,4.5,0.25,0.25,0.0,0.0,1.25,75.0,0.0,2.75,4.0,5.0,0.25,38.0,48.0,94.0,46.0,46.0,67.0,60.0,38.0,27.0,63.0,40.0,50.0,48.0,44.0,52.0,90.0,67.0,69.0,19.0,23.0,31.0,90.0,65.0,63.0,17.0,79.0,50.0,44.0,56.0,58.0,44.0,35.0,46.0,67.0,44.0
Martin Dúbravka,Goalkeepers,540,2024-2025 Premier League,25.8,14.3,39.5,83.3,0.83,0.0,11.0,1.17,10.6,0.67,0.0,0.0,5.17,0.17,17.6,48.4,0.0,0.0,0.38,0.22,24.4,28.33,7.5,1.83,0.0,0.0,0.0,0.0,0.55,93.3,,2.33,2.5,4.33,1.0,13.0,50.0,28.0,98.0,98.0,94.0,24.0,76.0,80.0,9.0,2.0,63.0,46.0,98.0,6.0,24.0,4.0,70.0,94.0,2.0,9.0,28.0,20.0,13.0,83.0,11.0,50.0,37.0,98.0,98.0,,11.0,2.0,59.0,98.0
Martin Dúbravka,Goalkeepers,1080,2017-2018 Premier League,38.5,12.9,56.0,33.3,0.33,0.0,15.33,1.08,7.1,1.08,0.08,0.0,7.75,0.92,48.2,80.6,0.42,0.0,0.27,0.36,30.8,21.25,16.5,5.08,0.0,0.08,0.0,0.08,1.18,70.3,100.0,2.08,3.08,2.67,0.5,24.0,35.0,35.0,70.0,72.0,96.0,50.0,83.0,81.0,57.0,2.0,72.0,35.0,87.0,28.0,31.0,54.0,80.0,91.0,98.0,15.0,20.0,24.0,28.0,94.0,41.0,44.0,98.0,72.0,69.0,94.0,13.0,13.0,17.0,76.0
Martin Dúbravka,Goalkeepers,1170,2020-2021 Premier League,32.5,12.6,40.5,23.1,0.23,0.0,18.77,0.69,3.7,0.85,0.38,0.0,9.38,1.46,32.9,50.8,0.23,0.08,-0.11,0.25,42.2,24.31,12.77,5.38,0.08,0.08,0.0,0.0,1.28,71.0,0.0,3.38,4.77,5.15,0.38,48.0,29.0,48.0,21.0,21.0,94.0,98.0,56.0,15.0,40.0,94.0,71.0,98.0,29.0,44.0,42.0,21.0,33.0,29.0,35.0,98.0,44.0,52.0,63.0,79.0,10.0,38.0,27.0,37.0,46.0,27.0,79.0,75.0,79.0,48.0
Martin Dúbravka,Goalkeepers,1890,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",25.2,13.7,38.9,38.1,0.38,0.19,11.95,0.95,8.0,1.05,0.19,0.0,6.48,1.19,15.1,51.5,0.14,0.0,-0.04,0.26,31.5,22.95,6.81,2.14,0.1,0.1,0.0,0.0,1.15,73.9,0.0,3.0,4.19,5.67,0.67,3.0,51.0,32.0,89.0,89.0,27.0,23.0,66.0,77.0,55.0,26.0,70.0,65.0,73.0,3.0,42.0,8.0,84.0,42.0,20.0,22.0,11.0,9.0,5.0,59.0,26.0,40.0,27.0,76.0,76.0,27.0,50.0,43.0,95.0,95.0
Martin Dúbravka,Goalkeepers,1985,2023-2024 Premier League,25.4,12.9,39.1,22.7,0.23,0.23,13.42,0.91,6.8,1.0,0.18,0.0,7.66,1.9,15.6,53.3,0.41,0.0,0.01,0.29,33.9,21.76,7.48,2.54,0.18,0.23,0.0,0.05,1.91,70.8,20.0,3.94,5.89,6.48,0.41,11.0,28.0,33.0,63.0,64.0,42.0,42.0,55.0,52.0,30.0,33.0,64.0,80.0,23.0,8.0,39.0,55.0,86.0,64.0,48.0,45.0,14.0,11.0,8.0,23.0,92.0,45.0,89.0,20.0,64.0,78.0,83.0,80.0,98.0,61.0
Martin Dúbravka,Goalkeepers,2340,2021-2022 Premier League,37.0,11.9,60.5,30.8,0.31,0.27,13.85,0.85,6.1,0.54,0.15,0.0,9.08,1.35,46.3,91.9,0.35,0.04,0.0,0.32,41.6,23.27,19.12,7.96,0.04,0.04,0.0,0.0,1.31,67.9,0.0,2.77,4.08,3.38,0.5,71.0,17.0,88.0,71.0,71.0,21.0,37.0,63.0,52.0,13.0,17.0,77.0,94.0,56.0,71.0,98.0,37.0,42.0,83.0,98.0,79.0,37.0,79.0,87.0,79.0,17.0,37.0,37.0,40.0,44.0,37.0,40.0,37.0,6.0,79.0
Martin Dúbravka,Goalkeepers,3420,2018-2019 Premier League,38.9,12.0,57.9,28.9,0.29,0.24,17.13,1.13,6.6,0.87,0.24,0.05,8.5,1.26,51.1,84.8,0.45,0.03,-0.12,0.27,35.3,22.37,18.63,6.58,0.16,0.16,0.0,0.0,1.11,70.0,0.0,2.45,3.68,3.68,0.32,43.0,13.0,65.0,69.0,72.0,19.0,83.0,98.0,85.0,46.0,76.0,22.0,69.0,70.0,43.0,65.0,61.0,52.0,39.0,35.0,35.0,43.0,46.0,50.0,22.0,67.0,44.0,30.0,76.0,65.0,30.0,24.0,20.0,46.0,35.0
Martin Dúbravka,Goalkeepers,3420,2019-2020 Premier League,42.0,11.6,58.3,28.9,0.29,0.21,18.05,0.55,3.1,0.68,0.29,0.08,8.95,1.53,60.7,86.8,0.42,0.05,0.18,0.32,38.4,19.71,19.74,7.58,0.05,0.05,0.0,0.0,1.66,71.3,0.0,3.66,5.13,3.13,0.29,77.0,14.0,80.0,66.0,66.0,25.0,91.0,48.0,30.0,46.0,66.0,20.0,91.0,30.0,80.0,84.0,63.0,38.0,84.0,86.0,70.0,13.0,84.0,88.0,68.0,21.0,45.0,27.0,13.0,63.0,27.0,84.0,88.0,16.0,34.0
Matej Kovar,Goalkeepers,450,2024-2025 Champions League,26.8,16.3,28.5,60.0,0.6,0.0,8.2,0.8,9.8,0.6,0.2,0.0,3.4,0.6,17.3,23.5,0.2,0.0,-0.1,0.32,59.3,26.6,5.4,3.2,0.0,0.0,0.0,0.0,0.5,62.5,,1.0,1.6,3.8,0.6,27.0,75.0,14.0,89.0,89.0,82.0,11.0,59.0,74.0,39.0,73.0,58.0,20.0,89.0,22.0,18.0,18.0,62.0,38.0,60.0,99.0,41.0,13.0,47.0,77.0,19.0,46.0,38.0,97.0,31.0,,7.0,4.0,47.0,74.0
Matej Kovar,Goalkeepers,1080,2023-2024 Europa League,25.4,15.9,29.0,41.7,0.42,0.08,10.33,0.75,7.3,1.25,0.25,0.0,5.67,1.0,16.5,26.5,0.08,0.0,0.43,0.28,41.7,27.25,6.0,2.5,0.25,0.25,0.0,0.0,1.43,83.0,0.0,3.42,4.42,5.5,0.67,7.0,65.0,14.0,87.0,87.0,62.0,33.0,46.0,57.0,62.0,63.0,55.0,37.0,81.0,10.0,19.0,11.0,62.0,87.0,39.0,79.0,33.0,7.0,10.0,27.0,71.0,49.0,46.0,59.0,88.0,46.0,67.0,44.0,79.0,91.0
Matej Kovar,Goalkeepers,1350,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",28.0,16.5,31.7,46.7,0.47,0.07,9.73,0.93,9.6,1.33,0.27,0.0,3.73,1.07,21.1,30.4,0.2,0.0,0.05,0.29,44.8,25.0,6.4,2.87,0.13,0.13,0.0,0.0,1.12,72.5,0.0,2.33,3.4,4.6,0.53,17.0,90.0,9.0,96.0,97.0,90.0,6.0,68.0,92.0,75.0,57.0,71.0,9.0,85.0,17.0,10.0,18.0,85.0,61.0,47.0,94.0,19.0,7.0,17.0,41.0,47.0,42.0,26.0,75.0,65.0,26.0,13.0,13.0,71.0,82.0
Mathew Ryan,Goalkeepers,180,2022-2023 Champions League,39.1,13.2,67.1,50.0,0.5,0.0,11.0,1.0,9.1,0.5,0.5,0.0,8.0,1.5,53.1,100.0,0.5,0.0,-0.15,0.45,33.3,24.5,21.0,7.0,0.0,0.0,0.0,0.0,1.35,50.0,,1.5,3.0,3.0,0.0,94.0,37.0,99.0,73.0,74.0,81.0,41.0,83.0,83.0,19.0,88.0,53.0,81.0,38.0,94.0,99.0,66.0,58.0,22.0,92.0,44.0,40.0,99.0,93.0,74.0,21.0,47.0,38.0,59.0,5.0,,5.0,12.0,7.0,9.0
Mathew Ryan,Goalkeepers,270,2018 World Cup,27.6,23.9,34.3,0.0,0.0,0.0,9.33,0.0,0.0,2.33,0.33,0.0,7.33,1.67,23.0,36.4,0.67,0.33,-0.43,0.13,54.8,33.33,10.33,5.67,0.33,0.33,0.0,0.0,0.9,69.2,0.0,3.0,4.33,8.0,0.0,2.0,95.0,5.0,21.0,21.0,76.0,18.0,10.0,10.0,95.0,69.0,60.0,31.0,24.0,11.0,6.0,76.0,15.0,15.0,5.0,95.0,98.0,11.0,45.0,19.0,73.0,45.0,45.0,79.0,56.0,45.0,71.0,68.0,92.0,13.0
Mathew Ryan,Goalkeepers,270,2021-2022 Europa League,31.2,18.9,42.9,0.0,0.0,0.0,12.33,0.0,0.0,1.67,0.33,0.0,6.67,2.33,26.9,55.0,0.67,0.0,0.33,0.25,51.7,22.33,9.67,5.0,0.67,1.0,0.0,0.33,2.67,75.0,33.3,4.0,6.67,5.0,0.0,31.0,81.0,67.0,13.0,13.0,75.0,45.0,8.0,8.0,80.0,58.0,51.0,30.0,8.0,28.0,67.0,88.0,60.0,79.0,21.0,93.0,25.0,23.0,65.0,5.0,97.0,49.0,96.0,3.0,67.0,63.0,86.0,97.0,63.0,13.0
Mathew Ryan,Goalkeepers,360,2022 World Cup,38.5,15.5,46.2,50.0,0.5,0.25,15.75,0.75,4.8,1.5,0.0,0.0,9.25,1.5,50.4,56.8,0.5,0.0,-0.13,0.31,44.7,31.75,21.25,9.5,0.0,0.0,0.0,0.0,1.38,66.7,,3.0,4.5,3.25,0.5,78.0,72.0,65.0,73.0,73.0,23.0,72.0,58.0,48.0,77.0,15.0,52.0,72.0,37.0,92.0,62.0,67.0,53.0,38.0,48.0,82.0,85.0,92.0,92.0,72.0,23.0,48.0,43.0,45.0,48.0,,63.0,63.0,33.0,73.0
Mathew Ryan,Goalkeepers,1260,2020-2021 Premier League,27.8,11.8,32.3,21.4,0.21,0.21,11.71,0.86,7.3,0.57,0.36,0.0,4.64,1.5,22.7,36.9,0.43,0.07,-0.26,0.26,38.1,29.57,8.43,3.21,0.36,0.36,0.0,0.0,1.16,63.6,0.0,1.71,3.14,5.86,0.21,21.0,17.0,29.0,13.0,13.0,21.0,17.0,87.0,98.0,27.0,83.0,71.0,6.0,21.0,25.0,29.0,67.0,37.0,10.0,48.0,58.0,75.0,29.0,29.0,2.0,94.0,38.0,27.0,67.0,2.0,27.0,2.0,10.0,90.0,13.0
Mathew Ryan,Goalkeepers,3060,2018-2019 Premier League,42.7,11.6,58.8,17.6,0.18,0.15,14.88,0.5,3.4,0.32,0.24,0.03,9.53,1.62,61.7,93.2,0.53,0.0,-0.11,0.29,41.1,20.65,21.62,8.88,0.24,0.24,0.0,0.0,1.51,69.1,0.0,2.82,4.47,2.94,0.24,65.0,7.0,72.0,24.0,24.0,65.0,54.0,59.0,50.0,2.0,69.0,46.0,91.0,31.0,76.0,91.0,69.0,78.0,46.0,59.0,72.0,28.0,76.0,76.0,9.0,87.0,44.0,30.0,24.0,57.0,30.0,46.0,50.0,28.0,28.0
Mathew Ryan,Goalkeepers,3420,2017-2018 Premier League,44.5,10.2,57.9,26.3,0.26,0.39,16.39,1.0,6.1,0.45,0.34,0.03,9.26,1.42,66.5,93.2,0.42,0.13,-0.01,0.28,39.4,21.66,23.03,9.08,0.03,0.08,0.0,0.05,1.28,69.2,66.7,3.18,4.53,3.21,0.24,61.0,4.0,50.0,50.0,50.0,2.0,83.0,74.0,59.0,6.0,80.0,41.0,83.0,61.0,69.0,80.0,59.0,6.0,76.0,31.0,80.0,28.0,61.0,72.0,87.0,33.0,44.0,72.0,50.0,57.0,85.0,72.0,69.0,43.0,30.0
